0,176.8481,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
1,176.8945,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
2,176.8788,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
3,176.7941,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
4,176.7974,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
5,176.8505,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
6,176.9009,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
7,176.9665,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
8,176.9055,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
9,176.8099,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
10,176.8533,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
11,176.9335,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
12,176.881,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
13,176.8105,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
14,176.8207,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
15,176.7429,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
16,176.7739,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
17,176.8874,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
18,176.8942,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
19,176.8326,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
20,176.8189,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
21,176.8509,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
22,176.8443,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
23,176.9281,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
24,176.9268,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
25,176.8664,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
26,176.914,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
27,176.883,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
28,176.9234,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
29,176.8343,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
30,176.8869,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
31,176.8666,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
32,176.8004,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
33,176.889,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
34,177.0114,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
35,176.8458,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
36,176.9231,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
37,176.9848,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
38,177.0193,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
39,177.032,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
40,176.9611,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
41,176.8494,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
42,176.9185,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
43,176.8734,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
44,176.9646,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
45,176.9394,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
46,176.8496,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
47,176.9133,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
48,176.7969,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
49,176.792,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
50,176.7845,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
51,176.8007,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
52,176.9141,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
53,176.8142,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
54,176.7997,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
55,176.7839,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
56,176.8388,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
57,176.9101,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
58,177.0272,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
59,177.0201,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
60,176.969,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
61,177.0026,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
62,176.9059,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
63,176.8848,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
64,176.8855,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
65,176.9602,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
66,177.023,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
67,176.9497,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
68,176.8147,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
69,176.8542,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
70,176.9009,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
71,176.9337,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
72,176.8691,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
73,176.9353,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
74,176.9734,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
75,176.9555,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
76,176.8202,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
77,176.9251,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
78,176.8746,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
79,177.0054,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
80,177.0023,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
81,177.0163,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
82,177.1247,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
83,177.248,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
84,177.2921,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
85,177.5623,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
86,177.7207,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
87,177.9972,0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 2.0, 18.0
